Sample	bp_processed	r_with_adapters	quality_trimmed	r_processed	percent_trimmed	bp_written
SLX-11165.ORDRG04.HFMVTBBXX.s_2.r_1	181738050	1266067	236533	3634761	1.27099305842	179428172
SLX-11165.ORDRG04.HFN3MBBXX.s_5.r_1	194906300	1355422	307095	3898126	1.29402076793	192384172
SLX-11165.ORDRG04.HFN3MBBXX.s_6.r_1	201109550	1401590	289364	4022191	1.27545459676	198544489
SLX-11165.ORDRG04.HFN3MBBXX.s_7.r_1	195061050	1359453	285868	3901221	1.28222779484	192559923
SLX-11165.ORDRG05.HFMVTBBXX.s_1.r_1	74520150	529336	93319	1490403	1.40130689485	73475894
SLX-11165.ORDRG05.HFMVTBBXX.s_2.r_1	76095150	541969	80894	1521903	1.38056236173	75044609
SLX-11165.ORDRG05.HFN3MBBXX.s_5.r_1	81303100	577166	100268	1626062	1.37614678899	80184250
SLX-11165.ORDRG05.HFN3MBBXX.s_6.r_1	83809700	596418	97834	1676194	1.36829746437	82662934
SLX-11165.ORDRG05.HFN3MBBXX.s_7.r_1	81473900	579076	93837	1629478	1.37065366946	80357175
SLX-11165.ORDRG06.HFMVTBBXX.s_1.r_1	164699850	1134019	198621	3293997	1.3324468723	162505312
SLX-11165.ORDRG06.HFMVTBBXX.s_2.r_1	167286600	1150208	179983	3345732	1.31579457052	165085452
SLX-11165.ORDRG06.HFN3MBBXX.s_5.r_1	178834100	1226937	223899	3576682	1.31553825585	176481469
SLX-11165.ORDRG06.HFN3MBBXX.s_6.r_1	181750200	1246899	210272	3635004	1.29809155643	179390916
SLX-11165.ORDRG06.HFN3MBBXX.s_7.r_1	177765400	1220912	207571	3555308	1.31213441986	175432879
SLX-11165.ORDRG07.HFMVTBBXX.s_1.r_1	179883450	1256007	294637	3597669	1.27652377136	177587195
SLX-11165.ORDRG07.HFMVTBBXX.s_2.r_1	182201650	1273522	249280	3644033	1.24113914446	179940274
SLX-11165.ORDRG07.HFN3MBBXX.s_5.r_1	198211600	1385118	328658	3964232	1.26638299676	195701482
SLX-11165.ORDRG07.HFN3MBBXX.s_6.r_1	204096450	1428170	307921	4081929	1.24680708557	201551761
SLX-11165.ORDRG07.HFN3MBBXX.s_7.r_1	198167650	1383907	304294	3963353	1.25331808698	195683979
SLX-11165.ORDRG08.HFMVTBBXX.s_1.r_1	102240150	739470	110678	2044803	1.40604155999	100802611
SLX-11165.ORDRG08.HFMVTBBXX.s_2.r_1	104224550	753769	103266	2084491	1.39456874604	102771067
SLX-11165.ORDRG08.HFN3MBBXX.s_5.r_1	112541650	811818	122296	2250833	1.38261079343	110985637
SLX-11165.ORDRG08.HFN3MBBXX.s_6.r_1	116142750	837222	115741	2322855	1.36908674885	114552655
SLX-11165.ORDRG08.HFN3MBBXX.s_7.r_1	112389250	810531	116037	2247785	1.38083135175	110837344
SLX-11165.ORDRG09.HFMVTBBXX.s_1.r_1	9463650	69282	12891	189273	1.29420466733	9341171
SLX-11165.ORDRG09.HFMVTBBXX.s_2.r_1	9572550	69763	11326	191451	1.2708421476	9450898
SLX-11165.ORDRG09.HFN3MBBXX.s_5.r_1	10437500	76430	14816	208750	1.29974610778	10301839
SLX-11165.ORDRG09.HFN3MBBXX.s_6.r_1	10768850	78832	13235	215377	1.25783161619	10633396
SLX-11165.ORDRG09.HFN3MBBXX.s_7.r_1	10452150	76476	13779	209043	1.27968886784	10318395
SLX-11165.ORDRG10.HFMVTBBXX.s_1.r_1	141586100	960703	178439	2831722	1.20993444978	139873001
SLX-11165.ORDRG10.HFMVTBBXX.s_2.r_1	143890150	977852	160732	2877803	1.19136438457	142175894
SLX-11165.ORDRG10.HFN3MBBXX.s_5.r_1	156954450	1066157	198375	3139089	1.19929189647	155072108
SLX-11165.ORDRG10.HFN3MBBXX.s_6.r_1	162046450	1101723	189609	3240929	1.18727932639	160122506
SLX-11165.ORDRG10.HFN3MBBXX.s_7.r_1	156574200	1064665	186399	3131484	1.1935031442	154705482
SLX-11165.ORDRG11.HFMVTBBXX.s_1.r_1	124112100	843886	173318	2482242	1.20899573853	122611590
SLX-11165.ORDRG11.HFMVTBBXX.s_2.r_1	126309250	857761	149043	2526185	1.17592812878	124823944
SLX-11165.ORDRG11.HFN3MBBXX.s_5.r_1	135752050	923265	193219	2715041	1.19839663563	134125202
SLX-11165.ORDRG11.HFN3MBBXX.s_6.r_1	139626000	949063	182522	2792520	1.18253405526	137974875
SLX-11165.ORDRG11.HFN3MBBXX.s_7.r_1	135756100	924577	179645	2715122	1.19096305801	134139295
SLX-11165.ORDRG12.HFMVTBBXX.s_1.r_1	175874750	1221079	234536	3517495	1.30900086567	173572548
SLX-11165.ORDRG12.HFMVTBBXX.s_2.r_1	177562550	1229447	205536	3551251	1.27844525774	175292510
SLX-11165.ORDRG12.HFN3MBBXX.s_5.r_1	193572200	1341002	263594	3871444	1.29274864882	191069798
SLX-11165.ORDRG12.HFN3MBBXX.s_6.r_1	199621350	1385372	254341	3992427	1.28182281104	197062558
SLX-11165.ORDRG12.HFN3MBBXX.s_7.r_1	193241750	1339585	252423	3864835	1.28760529233	190753559
SLX-11165.ORDRH04.HFMVTBBXX.s_1.r_1	143196700	958972	165140	2863934	1.31208610254	141317836
SLX-11165.ORDRH04.HFMVTBBXX.s_2.r_1	145895350	977631	151189	2917907	1.29314608039	144008710
SLX-11165.ORDRH04.HFN3MBBXX.s_5.r_1	155583150	1043541	173119	3111663	1.29069375443	153575048
SLX-11165.ORDRH04.HFN3MBBXX.s_6.r_1	159891950	1071320	164616	3197839	1.27657396135	157850811
SLX-11165.ORDRH04.HFN3MBBXX.s_7.r_1	155630750	1042849	167315	3112615	1.28526656846	153630480
SLX-11165.ORDRH05.HFMVTBBXX.s_1.r_1	86571300	631198	89180	1731426	1.36166373844	85392490
SLX-11165.ORDRH05.HFMVTBBXX.s_2.r_1	88095850	642717	80157	1761917	1.34082933532	86914635
SLX-11165.ORDRH05.HFN3MBBXX.s_5.r_1	95861250	697956	97015	1917225	1.33921266414	94577464
SLX-11165.ORDRH05.HFN3MBBXX.s_6.r_1	98599900	716949	95760	1971998	1.32440195173	97294041
SLX-11165.ORDRH05.HFN3MBBXX.s_7.r_1	95111300	691220	91701	1902226	1.33392667328	93842585
SLX-11165.ORDRH06.HFMVTBBXX.s_1.r_1	102365150	768634	110117	2047303	1.42084684094	100910698
SLX-11165.ORDRH06.HFMVTBBXX.s_2.r_1	105016500	790084	99928	2100330	1.40678464813	103539144
SLX-11165.ORDRH06.HFN3MBBXX.s_5.r_1	111407750	835504	116379	2228155	1.40037295431	109847626
SLX-11165.ORDRH06.HFN3MBBXX.s_6.r_1	115260550	863207	109850	2305211	1.38456132649	113664697
SLX-11165.ORDRH06.HFN3MBBXX.s_7.r_1	111981000	840065	110091	2239620	1.39983568641	110413450
SLX-11165.ORDRH07.HFMVTBBXX.s_1.r_1	152727150	1040476	285783	3054543	1.31196319711	150723426
SLX-11165.ORDRH07.HFMVTBBXX.s_2.r_1	155187300	1056266	245343	3103746	1.27390772312	153210357
SLX-11165.ORDRH07.HFN3MBBXX.s_5.r_1	168641550	1149494	306303	3372831	1.29061906748	166465030
SLX-11165.ORDRH07.HFN3MBBXX.s_6.r_1	172505800	1174362	287415	3450116	1.27133058715	170312681
SLX-11165.ORDRH07.HFN3MBBXX.s_7.r_1	167966050	1143912	309786	3359321	1.28997913566	165799323
SLX-11165.ORDRH08.HFMVTBBXX.s_1.r_1	85120900	544109	146833	1702418	1.22731550066	84076198
SLX-11165.ORDRH08.HFMVTBBXX.s_2.r_1	86079350	549403	125921	1721587	1.18646806696	85058046
SLX-11165.ORDRH08.HFN3MBBXX.s_5.r_1	93071050	595549	158302	1861421	1.20915472642	91945677
SLX-11165.ORDRH08.HFN3MBBXX.s_6.r_1	95826350	612848	148075	1916527	1.18945676215	94686537
SLX-11165.ORDRH08.HFN3MBBXX.s_7.r_1	92888050	594452	149849	1857761	1.19931573545	91774029
SLX-11165.ORDRH09.HFMVTBBXX.s_1.r_1	148138300	968293	304115	2962766	1.24675455301	146291379
SLX-11165.ORDRH09.HFMVTBBXX.s_2.r_1	150309500	976326	256603	3006190	1.19864612682	148507821
SLX-11165.ORDRH09.HFN3MBBXX.s_5.r_1	161731150	1055314	303010	3234623	1.21688802683	159763063
SLX-11165.ORDRH09.HFN3MBBXX.s_6.r_1	166523700	1086325	289127	3330474	1.1966681019	164530964
SLX-11165.ORDRH09.HFN3MBBXX.s_7.r_1	161984400	1058168	315159	3239688	1.22219979208	160004627
SLX-11165.ORDRH10.HFMVTBBXX.s_1.r_1	222876750	1532196	283622	4457535	1.24793815416	220095386
SLX-11165.ORDRH10.HFMVTBBXX.s_2.r_1	226232600	1554334	247623	4524652	1.2236494652	223464306
SLX-11165.ORDRH10.HFN3MBBXX.s_5.r_1	245972650	1690501	309003	4919453	1.23402337618	242937290
SLX-11165.ORDRH10.HFN3MBBXX.s_6.r_1	253580050	1743125	296071	5071601	1.21763167095	250492379
SLX-11165.ORDRH10.HFN3MBBXX.s_7.r_1	245970500	1691655	297369	4919410	1.22801596126	242949943
SLX-11165.ORDRH11.HFMVTBBXX.s_1.r_1	199844900	1399534	264566	3996898	1.22002512949	197406742
SLX-11165.ORDRH11.HFMVTBBXX.s_2.r_1	203415850	1423220	236513	4068317	1.19610885779	200982775
SLX-11165.ORDRH11.HFN3MBBXX.s_5.r_1	218928250	1534581	295812	4378565	1.21299649543	216272658
SLX-11165.ORDRH11.HFN3MBBXX.s_6.r_1	225492150	1581083	279355	4509843	1.19726385154	222792414
SLX-11165.ORDRH11.HFN3MBBXX.s_7.r_1	218234150	1528116	273639	4364683	1.20394172956	215606738
SLX-11165.ORDRH12.HFMVTBBXX.s_1.r_1	176150300	1207964	180516	3523006	1.19827613124	174039533
SLX-11165.ORDRH12.HFMVTBBXX.s_2.r_1	179386200	1230191	161673	3587724	1.181022286	177267609
SLX-11165.ORDRH12.HFN3MBBXX.s_5.r_1	192732800	1322296	189447	3854656	1.18533067542	190448279
SLX-11165.ORDRH12.HFN3MBBXX.s_6.r_1	199476650	1369220	183105	3989533	1.17339748788	197135996
SLX-11165.ORDRH12.HFN3MBBXX.s_7.r_1	192594050	1321695	177747	3851881	1.17848188976	190324364
